34886	2008-08-24T02:11:44Z	34.915047	-76.891467	8c46e322237b5c69e23ddac2ae1f9ca203a82b47
34886	2008-08-22T23:17:47Z	34.915047	-76.891467	8c46e322237b5c69e23ddac2ae1f9ca203a82b47
34886	2008-08-21T03:23:30Z	34.915047	-76.891467	8c46e322237b5c69e23ddac2ae1f9ca203a82b47
34886	2008-08-16T16:21:53Z	34.915047	-76.891467	8c46e322237b5c69e23ddac2ae1f9ca203a82b47
34886	2008-08-03T18:29:51Z	34.915047	-76.891467	8c46e322237b5c69e23ddac2ae1f9ca203a82b47
34886	2008-08-03T18:04:40Z	34.915047	-76.891467	8c46e322237b5c69e23ddac2ae1f9ca203a82b47
34886	2008-07-29T20:07:50Z	41.980795	-87.895301	6bf40f39ac4e4fa8fc31c57d1db8a88b3bfb6656
34886	2008-07-24T16:58:16Z	35.772096	-78.638615	ec308a94a22411dda23b031f2d70f3a9
34886	2008-07-24T13:27:12Z	34.8973	-76.9091	e6095d5ca1b4a71a0e6148b5ae2d6ae7e32037eb
34886	2008-07-08T13:18:30Z	34.8973	-76.9091	e6095d5ca1b4a71a0e6148b5ae2d6ae7e32037eb
11175	2009-08-20T01:30:56Z	47.599227	-122.3022	a49b2033e4ee855366f4bd6771f7d438d711881f
11175	2009-08-17T03:31:39Z	47.252877	-122.444291	eefc1a36a22411dd995df7c888b2f877
11175	2009-05-24T21:16:53Z	47.256025	-122.473288	1e4c10f2a6f811dd94cf003048c0801e
11175	2009-04-29T02:43:50Z	47.31517	-122.305017	2c75d82ce9bd11dd9442003048c0801e
11175	2009-03-28T05:41:07Z	47.252877	-122.444291	eefc1a36a22411dd995df7c888b2f877
11175	2009-01-17T03:09:08Z	47.244339	-122.436566	d32a33ace43b11ddbfd0003048c0801e
11175	2008-10-31T17:18:32Z	47.606209	-122.332071	eefadd1aa22411ddb0fd7f1c9c809c0c
11175	2008-10-07T03:07:06Z	47.252877	-122.444291	eefc1a36a22411dd995df7c888b2f877
11175	2008-08-25T18:50:01Z	47.606209	-122.332071	eefadd1aa22411ddb0fd7f1c9c809c0c
11175	2008-08-06T02:19:55Z	47.252877	-122.444291	eefc1a36a22411dd995df7c888b2f877
700	2009-12-09T14:19:05Z	33.090948	-96.680665	dfa293afa553e8ab2b6054c0feb5ea1e
700	2009-12-08T01:56:26Z	32.983423	-96.708411	bb3e011563ead84ff667ed18e00a5973
700	2009-12-05T20:58:09Z	37.578379	-122.347524	137e9ef8a48a11dd8755003048c10834
700	2009-12-04T22:54:53Z	37.588314	-122.385609	dfaf876e9c1711de86fb003048c0801e
700	2009-12-01T05:05:00Z	37.580148	-122.344016	1e032be86d7811dea770003048c10834
700	2009-09-26T20:28:19Z	37.580877	-122.340442	b983ad4aadb11de9dfc003048c0801e
700	2009-07-07T20:25:35Z	46.027515	-123.925031	6c8efa3468c911dea2ce003048c0801e
700	2009-07-02T21:01:45Z	42.199376	-122.716511	1b1410a4674311de953b003048c0801e
700	2009-07-01T16:43:04Z	42.197287	-122.717207	a2f5084465cb11dea6f8003048c10834
700	2009-06-28T21:59:42Z	37.734672	-122.40967	740bc44c642611de9ee1003048c0801e
11047	2008-11-30T05:46:09Z	35.667347	139.730626	938d0d0ebe9911dda5db003048c0801e
11047	2008-11-30T05:44:30Z	35.667347	139.730626	938d0d0ebe9911dda5db003048c0801e
11047	2008-11-17T07:21:51Z	35.659766	139.700484	a0229c9aa18f11ddab73003048c10834
11047	2008-10-30T09:37:47Z	35.536113	139.634031	f3453108a65d11dd8280003048c0801e
11047	2008-10-28T11:38:18Z	35.659586	139.729458	dcb982a0a4db11ddb289003048c10834
11047	2008-10-28T07:47:49Z	35.510774	139.631851	f8c63710a4bb11dd984e003048c0801e
11047	2008-10-25T10:07:44Z	35.642196	139.82528	7472cfcca27311dd9908003048c10834
11047	2008-10-25T10:01:05Z	35.642196	139.82528	7472cfcca27311dd9908003048c10834
11047	2008-10-24T07:12:08Z	35.659504	139.69827	2853782c9aac11dda2fc003048c0801e
11047	2008-10-24T07:09:11Z	35.659504	139.69827	2853782c9aac11dda2fc003048c0801e
28555	2010-01-24T14:17:13Z	40.714269	-74.005973	ede07eeea22411dda0ef53e233ec57ca
28555	2009-06-02T00:37:42Z	34.196536	-118.348992	884ad5dea7eedda0ed5ee0b8a9ff2245106965c9
28555	2009-05-30T20:59:07Z	38.896669	-77.017604	555ac3924d5411debf39003048c10834
28555	2009-05-30T16:59:09Z	38.883822	-77.065221	58d61bf2216211deaaac003048c10834
28555	2009-05-29T20:09:31Z	38.889262	-77.035317	26755b12343d11de9a4f003048c0801e
28555	2009-05-28T04:30:37Z	38.897579	-77.029266	e920e9f44b3711dea154003048c0801e
28555	2009-02-17T00:15:17Z	38.408799	-121.371618	ee70e218a22411dd91af83f942b91178
28555	2009-01-17T19:50:02Z	38.408799	-121.371618	ee70e218a22411dd91af83f942b91178
28555	2009-01-10T04:58:13Z	38.421021	-121.423841	ee7738f2a22411dd8919475e14a56777
28555	2009-01-06T19:06:23Z	38.408799	-121.371618	ee70e218a22411dd91af83f942b91178
10331	2010-10-17T10:43:34Z	34.827418	135.413648	97f0d76e640cf2c0a6210bf75d29518e
